30,20;70,80;0
30,20;70,80;5
30,20;70,80;10
30,20;70,80;15
30,20;70,80;20
30,20;70,80;25
30,20;70,80;30
30,20;70,80;35
30,20;70,80;40
30,20;70,80;45
30,20;70,80;50
30,20;70,80;55
30,20;70,80;60
30,20;70,80;65
30,20;70,80;70
30,20;70,80;75
30,20;70,80;80
30,20;70,80;85
30,20;70,80;90
30,20;70,80;95
30,20;70,80;100
30,20;70,80;105
30,20;70,80;110
30,20;70,80;115
30,20;70,80;120
30,20;70,80;125
30,20;70,80;130
30,20;70,80;135
30,20;70,80;140
30,20;70,80;145
30,20;70,80;150
30,20;70,80;155
30,20;70,80;160
30,20;70,80;165
30,20;70,80;170
30,20;70,80;175
30,20;70,80;180
30,20;70,80;185
30,20;70,80;190
30,20;70,80;195
30,20;70,80;200
30,20;70,80;205
30,20;70,80;210
30,20;70,80;215
30,20;70,80;220
30,20;70,80;225
30,20;70,80;230
30,20;70,80;235
30,20;70,80;240
30,20;70,80;245
30,20;70,80;250
30,20;70,80;255
30,20;70,80;260
30,20;70,80;265
30,20;70,80;270
30,20;70,80;275
30,20;70,80;280
30,20;70,80;285
30,20;70,80;290
30,20;70,80;295
30,20;70,80;300
30,20;70,80;305
30,20;70,80;310
30,20;70,80;315
30,20;70,80;320
30,20;70,80;325
30,20;70,80;330
30,20;70,80;335
30,20;70,80;340
30,20;70,80;345
30,20;70,80;350
30,20;70,80;355
30,20;70,80;360
30,20;70,80;365
30,20;70,80;370
30,20;70,80;375
30,20;70,80;380
30,20;70,80;385
30,20;70,80;390
30,20;70,80;395
30,20;70,80;400
30,20;70,80;405
30,20;70,80;410
30,20;70,80;415
30,20;70,80;420
30,20;70,80;425
30,20;70,80;430
30,20;70,80;435
30,20;70,80;440
30,20;70,80;445
30,20;70,80;450
30,20;70,80;455
30,20;70,80;460
30,20;70,80;465
30,20;70,80;470
30,20;70,80;475
30,20;70,80;480
30,20;70,80;485
30,20;70,80;490
30,20;70,80;495
30,80;70,20;0
30,80;70,20;5
30,80;70,20;10
30,80;70,20;15
30,80;70,20;20
30,80;70,20;25
30,80;70,20;30
30,80;70,20;35
30,80;70,20;40
30,80;70,20;45
30,80;70,20;50
30,80;70,20;55
30,80;70,20;60
30,80;70,20;65
30,80;70,20;70
30,80;70,20;75
30,80;70,20;80
30,80;70,20;85
30,80;70,20;90
30,80;70,20;95
30,80;70,20;100
30,80;70,20;105
30,80;70,20;110
30,80;70,20;115
30,80;70,20;120
30,80;70,20;125
30,80;70,20;130
30,80;70,20;135
30,80;70,20;140
30,80;70,20;145
30,80;70,20;150
30,80;70,20;155
30,80;70,20;160
30,80;70,20;165
30,80;70,20;170
30,80;70,20;175
30,80;70,20;180
30,80;70,20;185
30,80;70,20;190
30,80;70,20;195
30,80;70,20;200
30,80;70,20;205
30,80;70,20;210
30,80;70,20;215
30,80;70,20;220
30,80;70,20;225
30,80;70,20;230
30,80;70,20;235
30,80;70,20;240
30,80;70,20;245
30,80;70,20;250
30,80;70,20;255
30,80;70,20;260
30,80;70,20;265
30,80;70,20;270
30,80;70,20;275
30,80;70,20;280
30,80;70,20;285
30,80;70,20;290
30,80;70,20;295
30,80;70,20;300
30,80;70,20;305
30,80;70,20;310
30,80;70,20;315
30,80;70,20;320
30,80;70,20;325
30,80;70,20;330
30,80;70,20;335
30,80;70,20;340
30,80;70,20;345
30,80;70,20;350
30,80;70,20;355
30,80;70,20;360
30,80;70,20;365
30,80;70,20;370
30,80;70,20;375
30,80;70,20;380
30,80;70,20;385
30,80;70,20;390
30,80;70,20;395
30,80;70,20;400
30,80;70,20;405
30,80;70,20;410
30,80;70,20;415
30,80;70,20;420
30,80;70,20;425
30,80;70,20;430
30,80;70,20;435
30,80;70,20;440
30,80;70,20;445
30,80;70,20;450
30,80;70,20;455
30,80;70,20;460
30,80;70,20;465
30,80;70,20;470
30,80;70,20;475
30,80;70,20;480
30,80;70,20;485
30,80;70,20;490
30,80;70,20;495
15,10;94,96;100
15,10;94,96;105
15,10;94,96;110
15,10;94,96;115
15,10;94,96;120
15,10;94,96;125
15,10;94,96;130
15,10;94,96;135
15,10;94,96;140
15,10;94,96;145
15,10;94,96;150
15,10;94,96;155
15,10;94,96;160
15,10;94,96;165
15,10;94,96;170
15,10;94,96;175
15,10;94,96;180
15,10;94,96;185
15,10;94,96;190
15,10;94,96;195
15,10;94,96;200
15,10;94,96;205
15,10;94,96;210
15,10;94,96;215
15,10;94,96;220
15,10;94,96;225
15,10;94,96;230
15,10;94,96;235
15,10;94,96;240
15,10;94,96;245
15,10;94,96;250
15,10;94,96;255
15,10;94,96;260
15,10;94,96;265
15,10;94,96;270
15,10;94,96;275
15,10;94,96;280
15,10;94,96;285
15,10;94,96;290
15,10;94,96;295
15,10;94,96;300
15,10;94,96;305
15,10;94,96;310
15,10;94,96;315
15,10;94,96;320
15,10;94,96;325
15,10;94,96;330
15,10;94,96;335
15,10;94,96;340
15,10;94,96;345
15,10;94,96;350
15,10;94,96;355
15,10;94,96;360
15,10;94,96;365
15,10;94,96;370
15,10;94,96;375
15,10;94,96;380
15,10;94,96;385
15,10;94,96;390
15,10;94,96;395
15,10;94,96;400
15,10;94,96;405
15,10;94,96;410
15,10;94,96;415
15,10;94,96;420
15,10;94,96;425
15,10;94,96;430
15,10;94,96;435
15,10;94,96;440
15,10;94,96;445
15,10;94,96;450
15,10;94,96;455
15,10;94,96;460
15,10;94,96;465
15,10;94,96;470
15,10;94,96;475
15,10;94,96;480
15,10;94,96;485
15,10;94,96;490
15,10;94,96;495
15,10;94,96;500
15,10;94,96;505
15,10;94,96;510
15,10;94,96;515
15,10;94,96;520
15,10;94,96;525
15,10;94,96;530
15,10;94,96;535
15,10;94,96;540
15,10;94,96;545
15,10;94,96;550
15,10;94,96;555
15,10;94,96;560
15,10;94,96;565
15,10;94,96;570
15,10;94,96;575
15,10;94,96;580
15,10;94,96;585
15,10;94,96;590
15,10;94,96;595
