20,45;80,55;0
20,45;80,55;5
20,45;80,55;10
20,45;80,55;15
20,45;80,55;20
20,45;80,55;25
20,45;80,55;30
20,45;80,55;35
20,45;80,55;40
20,45;80,55;45
20,45;80,55;50
20,45;80,55;55
20,45;80,55;60
20,45;80,55;65
20,45;80,55;70
20,45;80,55;75
20,45;80,55;80
20,45;80,55;85
20,45;80,55;90
20,45;80,55;95
20,45;80,55;100
20,45;80,55;105
20,45;80,55;110
20,45;80,55;115
20,45;80,55;120
20,45;80,55;125
20,45;80,55;130
20,45;80,55;135
20,45;80,55;140
20,45;80,55;145
20,45;80,55;150
20,45;80,55;155
20,45;80,55;160
20,45;80,55;165
20,45;80,55;170
20,45;80,55;175
20,45;80,55;180
20,45;80,55;185
20,45;80,55;190
20,45;80,55;195
20,45;80,55;200
20,45;80,55;205
20,45;80,55;210
20,45;80,55;215
20,45;80,55;220
20,45;80,55;225
20,45;80,55;230
20,45;80,55;235
20,45;80,55;240
20,45;80,55;245
20,45;80,55;250
20,45;80,55;255
20,45;80,55;260
20,45;80,55;265
20,45;80,55;270
20,45;80,55;275
20,45;80,55;280
20,45;80,55;285
20,45;80,55;290
20,45;80,55;295
20,45;80,55;300
20,45;80,55;305
20,45;80,55;310
20,45;80,55;315
20,45;80,55;320
20,45;80,55;325
20,45;80,55;330
20,45;80,55;335
20,45;80,55;340
20,45;80,55;345
20,45;80,55;350
20,45;80,55;355
20,45;80,55;360
20,45;80,55;365
20,45;80,55;370
20,45;80,55;375
20,45;80,55;380
20,45;80,55;385
20,45;80,55;390
20,45;80,55;395
20,45;80,55;400
20,45;80,55;405
20,45;80,55;410
20,45;80,55;415
20,45;80,55;420
20,45;80,55;425
20,45;80,55;430
20,45;80,55;435
20,45;80,55;440
20,45;80,55;445
20,45;80,55;450
20,45;80,55;455
20,45;80,55;460
20,45;80,55;465
20,45;80,55;470
20,45;80,55;475
20,45;80,55;480
20,45;80,55;485
20,45;80,55;490
20,45;80,55;495
80,45;20,55;0
80,45;20,55;5
