20,45;80,45;0
20,45;80,45;5
20,45;80,45;10
20,45;80,45;15
20,45;80,45;20
20,45;80,45;25
20,45;80,45;30
20,45;80,45;35
20,45;80,45;40
20,45;80,45;45
20,45;80,45;50
20,45;80,45;55
20,45;80,45;60
20,45;80,45;65
20,45;80,45;70
20,45;80,45;75
20,45;80,45;80
20,45;80,45;85
20,45;80,45;90
20,45;80,45;95
20,45;80,45;100
20,45;80,45;105
20,45;80,45;110
20,45;80,45;115
20,45;80,45;120
20,45;80,45;125
20,45;80,45;130
20,45;80,45;135
20,45;80,45;140
20,45;80,45;145
20,45;80,45;150
20,45;80,45;155
20,45;80,45;160
20,45;80,45;165
20,45;80,45;170
20,45;80,45;175
20,45;80,45;180
20,45;80,45;185
20,45;80,45;190
20,45;80,45;195
20,45;80,45;200
20,45;80,45;205
20,45;80,45;210
20,45;80,45;215
20,45;80,45;220
20,45;80,45;225
20,45;80,45;230
20,45;80,45;235
20,45;80,45;240
20,45;80,45;245
20,45;80,45;250
20,45;80,45;255
20,45;80,45;260
20,45;80,45;265
20,45;80,45;270
20,45;80,45;275
20,45;80,45;280
20,45;80,45;285
20,45;80,45;290
20,45;80,45;295
20,45;80,45;300
20,45;80,45;305
20,45;80,45;310
20,45;80,45;315
20,45;80,45;320
20,45;80,45;325
20,45;80,45;330
20,45;80,45;335
20,45;80,45;340
20,45;80,45;345
20,45;80,45;350
20,45;80,45;355
20,45;80,45;360
20,45;80,45;365
20,45;80,45;370
20,45;80,45;375
20,45;80,45;380
20,45;80,45;385
20,45;80,45;390
20,45;80,45;395
20,45;80,45;400
20,45;80,45;405
20,45;80,45;410
20,45;80,45;415
20,45;80,45;420
20,45;80,45;425
20,45;80,45;430
20,45;80,45;435
20,45;80,45;440
20,45;80,45;445
20,45;80,45;450
20,45;80,45;455
20,45;80,45;460
20,45;80,45;465
20,45;80,45;470
20,45;80,45;475
20,45;80,45;480
20,45;80,45;485
20,45;80,45;490
20,45;80,45;495
80,55;20,55;0
80,55;20,55;5
80,55;20,55;10
80,55;20,55;15
80,55;20,55;20
80,55;20,55;25
80,55;20,55;30
80,55;20,55;35
80,55;20,55;40
80,55;20,55;45
80,55;20,55;50
80,55;20,55;55
80,55;20,55;60
80,55;20,55;65
80,55;20,55;70
80,55;20,55;75
80,55;20,55;80
80,55;20,55;85
